"audio_filename","danish_text"
"scenario_15_1A_answer.mp3","Jeg tror, det ofte er ment som en venlig gestus. Grunden til det er, at danskerne gerne vil være hjælpsomme og sikre, at kommunikationen er så let som muligt. På den anden side forstår de måske ikke, at det gør det sværere for udlændinge at praktisere deres dansk. Det kan også handle om utålmodighed."
"scenario_15_1B_question.mp3","Hvad tror du, det betyder for en udlændings sociale liv og integration, at de lærer at tale dansk?"
"scenario_15_1B_answer.mp3","Jeg mener, det er altafgørende. At tale dansk er nøglen til at forstå den danske kultur og humor. Det betyder, at man kan deltage i samtaler i frokostpausen, til familiefester og i foreningslivet. Så alt i alt går man fra at være en observatør til at være en deltager i samfundet."
"scenario_15_2_question.mp3","På nogle internationale arbejdspladser i Danmark er arbejdssproget engelsk. Mener du, det er et problem, hvis de udenlandske medarbejdere på disse arbejdspladser ikke lærer dansk? Hvorfor/Hvorfor ikke?"
"scenario_15_2_answer.mp3","Det er et komplekst spørgsmål. Professionelt er det måske ikke et problem, hvis alt arbejde kan klares på engelsk. Men efter min mening bliver det et problem for den enkeltes integration i det danske samfund uden for arbejdet. En ulempe er, at de kan få svært ved at opbygge et socialt netværk uden for arbejdspladsen og forstå det samfund, de bor i. Konsekvensen er, at de måske aldrig rigtig føler sig hjemme i Danmark."
"scenario_16_1A_question.mp3","I mange byer ser man flere og flere byhaver, hvor beboere i fællesskab dyrker grøntsager og blomster på små arealer. Hvorfor tror du, denne tendens er opstået?"
"scenario_16_1A_answer.mp3","Jeg tror, det skyldes et ønske om at komme tættere på naturen og vide, hvor ens mad kommer fra. En anden årsag er behovet for stærkere lokale fællesskaber i en travl og ofte anonym by. Byhaven bliver et socialt mødested på tværs af generationer."
"scenario_16_1B_question.mp3","Hvad tror du, det betyder for beboerne i et område at have en fælles byhave?"
"scenario_16_1B_answer.mp3","Jeg mener, det har stor betydning for både det sociale og det mentale helbred. Det har den effekt, at folk lærer deres naboer at kende, hvilket øger trygheden og sammenholdet. Desuden giver havearbejde en mulighed for at slappe af, få frisk luft og motion, hvilket er godt mod stress."
"scenario_16_2_question.mp3","Nogle mener, at byhaver er en vigtig del af den grønne omstilling i byerne. Andre mener, at det mest er et hyggeligt hobbyprojekt med lille effekt. Hvad mener du?"
"scenario_16_2_answer.mp3","Det er en interessant diskussion. På den ene side er den reelle mængde mad, der produceres, selvfølgelig lille i det store billede. På den anden side mener jeg, at den pædagogiske værdi er enorm. Det vil sige, at byhaver skaber bevidsthed om bæredygtighed, økologi og madspild. Konsekvensen er, at folk tager denne viden med sig, når de handler i supermarkedet. Så alt i alt er effekten måske større, end man umiddelbart tror."
